"","schoolcode","choicepgm","schoolname","sssdistrict","ssslong","ssslat","cutoff","quality","size"
"174",10202,"General Science","CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4","Tema",-0.0500882156193256,5.69031476974487,320,352.383333333333,120
"175",10202,"Home Economics","CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4","Tema",-0.0500882156193256,5.69031476974487,321,340.9,40
"176",10202,"Technical","CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4","Tema",-0.0500882156193256,5.69031476974487,290,318.4,80
"177",10202,"Visual Arts","CHEMU SENIOR HIGH. SCHOOL, TEMA COMM. 4","Tema",-0.0500882156193256,5.69031476974487,310,343.641025641026,39
"178",10203,"Agriculture","ASHIAMAN SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,252,280.777777777778,90
"179",10203,"General Arts","ASHIAMAN SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,256,282.37037037037,135
"180",10203,"Home Economics","ASHIAMAN SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,253,275.555555555556,45
"181",10203,"Visual Arts","ASHIAMAN SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,249,274.977777777778,45
"182",10204,"Agriculture","MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487,209,243.285714285714,35
"183",10204,"General Arts","MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487,217,245.333333333333,6
"184",10204,"Home Economics","MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487,206,250.525,40
"185",10204,"Technical","MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487,234,260.175,80
"186",10204,"Visual Arts","MANHEAN SENIOR HIGH. TECH. SCH., TEMA NEW TOWN","Tema",-0.0500882156193256,5.69031476974487,216,255.85,40
"187",10205,"Business","TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487,278,306.708333333333,120
"188",10205,"General Arts","TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487,289,311.243697478992,119
"189",10205,"General Science","TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487,242,282,60
"190",10205,"Home Economics","TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487,266,291.033333333333,60
"191",10205,"Visual Arts","TEMA METHODIST DAY SENIOR HIGH. SCH., TEMA","Tema",-0.0500882156193256,5.69031476974487,271,294.55,60
"192",10210,"Business","PRESBY SENIOR HIGH. SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,230,270.491666666667,120
"193",10210,"General Arts","PRESBY SENIOR HIGH. SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,276,302.483333333333,60
"194",10210,"Home Economics","PRESBY SENIOR HIGH. SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,241,262.383333333333,60
"195",10210,"Visual Arts","PRESBY SENIOR HIGH. SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,248,270.716666666667,60
"196",10213,"Business","OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,300,323.066666666667,45
"197",10213,"General Arts","OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,279,299.011235955056,89
"198",10213,"General Science","OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,260,305.777777777778,45
"199",10213,"Home Economics","OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,281,303.7,20
"200",10213,"Visual Arts","OUR LADY OF MERCY SENIOR HIGH SCHOOL, TEMA","Tema",-0.0500882156193256,5.69031476974487,281,296.35,20
"201",10301,"Agriculture","ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875,278,300.071428571429,42
"202",10301,"General Arts","ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875,288,310.222222222222,126
"203",10301,"General Science","ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875,292,317.785714285714,42
"204",10301,"Home Economics","ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875,277,299.809523809524,42
"205",10301,"Visual Arts","ADA SENIOR HIGH. SCHOOL, ADA-FOAH","Dangme East (Ada)",0.106862179934978,5.91473388671875,271,295.90243902439,41
"206",10302,"Agriculture","ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875,246,275.96,50
"207",10302,"Business","ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875,285,307.054545454545,55
"208",10302,"General Arts","ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875,260,286.46,100
"209",10302,"Home Economics","ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875,236,261.763636363636,55
"210",10302,"Technical","ADA SENIOR HIGH./TECH. SCHOOL, ADA","Dangme East (Ada)",0.106862179934978,5.91473388671875,275,291.84,50
"211",10401,"Agriculture","GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,287,311.875,40
"212",10401,"Business","GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,335,352.3,40
"213",10401,"General Arts","GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,317,337.425,160
"214",10401,"General Science","GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,324,341.175,40
"215",10401,"Home Economics","GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,312,328.333333333333,39
"216",10401,"Visual Arts","GHANATTA SENIOR HIGH. SCHOOL, DODOWA","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,314,330.775,40
"217",10402,"Agriculture","OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,215,255.833333333333,12
"218",10402,"Business","OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,200,251.090909090909,44
"219",10402,"General Arts","OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,209,253.390625,64
"220",10402,"Home Economics","OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,213,244.02380952381,42
"221",10402,"Technical","OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,198,242,45
"222",10402,"Visual Arts","OSUDOKU SENIOR HIGH/TECHNICAL SCH., ASUTSUARE","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,213,250.086956521739,23
"223",10403,"Agriculture","NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,207,257.56,50
"224",10403,"Business","NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,246,276.06,50
"225",10403,"General Arts","NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,238,265.82,100
"226",10403,"General Science","NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,230,279,3
"227",10403,"Home Economics","NINGO SENIOR HIGH. SCHOOL, OLD NINGO","Dangme West (Dodowa)",0.512386500835419,5.78625059127808,198,225.333333333333,9
"228",10501,"Agriculture","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,314,334.555555555556,45
"229",10501,"Business","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,339,354.426966292135,89
"230",10501,"General Arts","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,338,354.179104477612,134
"231",10501,"General Science","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,337,355.318181818182,44
"232",10501,"Home Economics","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,313,328.422222222222,45
"233",10501,"Visual Arts","ST JOHN'S GRAMMAR SENIOR HIGH. SCH., NEW ACHIMOTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,331,346.340909090909,44
"234",10502,"Agriculture","WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,279,306.410256410256,39
"235",10502,"Business","WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,303,326.696202531646,79
"236",10502,"General Arts","WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,306,328.5625,160
"237",10502,"General Science","WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,297,328,40
"238",10502,"Visual Arts","WEST AFRICA SENIOR HIGH. SCH., ADENTA","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,282,306.608333333333,120
"239",10503,"Agriculture","NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,231,267.037974683544,79
"240",10503,"Business","NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,265,295.939393939394,99
"241",10503,"Home Economics","NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,257,279.525,40
"242",10503,"Visual Arts","NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,264,284.6,40
"243",10504,"Agriculture","AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,247,276.8,40
"244",10504,"General Arts","AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,277,297.9375,80
"245",10504,"Home Economics","AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,259,279.975,40
"246",10504,"Technical","AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,264,291.55,40
"247",10504,"Visual Arts","AMASAMAN SENIOR HIGH./TECH SCH., AMASAMAN","Ga West (Amasaman)",-0.397510528564453,5.6646876335144,253,275.225,40
"248",20101,"General Arts","KOFORIDUA SENIOR HIGH./TECH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,343,358.96,100
"249",20101,"General Science","KOFORIDUA SENIOR HIGH./TECH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,338,367.767676767677,99
"250",20101,"Technical","KOFORIDUA SENIOR HIGH./TECH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,339,359.95,200
"251",20101,"Visual Arts","KOFORIDUA SENIOR HIGH./TECH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,339,355.44,50
"252",20102,"Business","POPE JOHN SENIOR HIGH & JNR. SEM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,376,393.9,120
"253",20102,"General Arts","POPE JOHN SENIOR HIGH & JNR. SEM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,378,394.366666666667,120
"254",20102,"General Science","POPE JOHN SENIOR HIGH & JNR. SEM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,385,405.325,120
"255",20102,"Visual Arts","POPE JOHN SENIOR HIGH & JNR. SEM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,374,390.45,40
"256",20103,"Business","NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,345,367.155555555556,180
"257",20103,"General Arts","NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,341,355.307692307692,117
"258",20103,"General Science","NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,317,344.516666666667,60
"259",20103,"Home Economics","NEW JUABEN SENIOR HIGH./COMM. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,316,330.733333333333,60
"260",20104,"Agriculture","GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,336,352.733333333333,45
"261",20104,"Business","GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,359,375.088888888889,90
"262",20104,"General Arts","GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,369,383.067164179104,134
"263",20104,"General Science","GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,358,374.833333333333,90
"264",20104,"Home Economics","GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,321,341.488888888889,90
"265",20104,"Visual Arts","GHANA SENIOR HIGH. SCH., KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,344,363.911111111111,45
"266",20105,"Agriculture","KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,286,308.42,50
"267",20105,"Business","KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,291,315.919191919192,99
"268",20105,"General Arts","KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,298,319.131313131313,198
"269",20105,"General Science","KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,228,289.75,40
"270",20105,"Home Economics","KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,289,306.5,38
"271",20105,"Visual Arts","KOFORIDUA SENIOR HIGH. SCH., ADA-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,210,273.242857142857,70
"272",20106,"Agriculture","OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,270,293.6,80
"273",20106,"Business","OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,284,301.65,40
"274",20106,"General Arts","OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,284,306.041666666667,120
"275",20106,"General Science","OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,250,272,2
"276",20106,"Home Economics","OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,275,286.825,40
"277",20106,"Visual Arts","OYOKO METHODIST SENIOR HIGH SCH., OYOKO-KOFORIDUA","New Juaben (Koforidua)",-0.297512322664261,6.1126127243042,263,286.6625,80
"278",20201,"Business","SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,283,318.5,90
"279",20201,"General Arts","SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,298,323.8,90
"280",20201,"General Science","SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,233,294.97037037037,135
"281",20201,"Technical","SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,311,328.89552238806,134
"282",20201,"Visual Arts","SUHUM SENIOR HIGH./TECH SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,295,318.24,50
"283",20202,"Agriculture","PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,211,247.487179487179,78
"284",20202,"Business","PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,228,259.955555555556,90
"285",20202,"General Arts","PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,265,287.288888888889,90
"286",20202,"Home Economics","PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,207,250.816666666667,60
"287",20202,"Visual Arts","PRESBY SENIOR HIGH. SCH., SUHUM","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,204,244.088888888889,90
"288",20203,"Agriculture","KRABOA COALTAR PRESBY SENIOR HIGH/TECHNICAL, KRABOA COALTAR","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,215,254.5,6
"289",20203,"General Arts","KRABOA COALTAR PRESBY SENIOR HIGH/TECHNICAL, KRABOA COALTAR","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,209,258.545454545455,33
"290",20203,"Technical","KRABOA COALTAR PRESBY SENIOR HIGH/TECHNICAL, KRABOA COALTAR","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,219,242.352941176471,17
"291",20203,"Visual Arts","KRABOA COALTAR PRESBY SENIOR HIGH/TECHNICAL, KRABOA COALTAR","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,217,244.136363636364,22
"292",20204,"Business","ISLAMIC GIRLS SENIOR HIGH SCHOOL","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,214,260,27
"293",20204,"General Arts","ISLAMIC GIRLS SENIOR HIGH SCHOOL","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,203,260.044776119403,67
"294",20204,"Home Economics","ISLAMIC GIRLS SENIOR HIGH SCHOOL","Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148,206,251.910714285714,56
"295",20301,"Business","ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,396,411.188888888889,90
"296",20301,"General Arts","ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,386,401.657777777778,225
"297",20301,"General Science","ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,403,419.477777777778,90
"298",20301,"Home Economics","ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,394,408.32,25
"299",20301,"Visual Arts","ABURI GIRLS SENIOR HIGH. SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,385,397.35,20
"300",20302,"Agriculture","ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,292,313.42,50
"301",20302,"Business","ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,297,321.007692307692,130
"302",20302,"General Arts","ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,329,345.512605042017,119
"303",20302,"General Science","ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,313,335.775510204082,49
"304",20302,"Home Economics","ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,301,318.9,50
"305",20302,"Visual Arts","ADONTEN SENIOR HIGH SCH., ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,307,327.08,50
"306",20303,"Agriculture","ST. MARTINS SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,321,336.533333333333,30
"307",20303,"Business","ST. MARTINS SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,333,354.887640449438,89
"308",20303,"General Arts","ST. MARTINS SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,347,365.258426966292,89
"309",20303,"General Science","ST. MARTINS SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,338,356.977777777778,45
"310",20303,"Home Economics","ST. MARTINS SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,311,331.266666666667,45
"311",20304,"Agriculture","NSAWAM SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,266,287.5,40
"312",20304,"General Arts","NSAWAM SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,285,303.2625,80
"313",20304,"Home Economics","NSAWAM SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,262,280.1,40
"314",20304,"Visual Arts","NSAWAM SENIOR HIGH. SCH., NSAWAM","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,257,278.45,40
"315",20305,"Agriculture","PRESBY SENIOR HIGH./ TECH. SCHOOL, ABURI","Akwapim South (Nsawam)",-0.268249362707138,5.82600259780884,205,259.92,50
